scenario,subRegion,region,param,class,x,value,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Pacific_Central_Coast_X_Mexico,region,param,class,x,-10.8181949594983,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Pampas_Region_X_Argentina,region,param,class,x,-12.627545562243,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Papaloapan_X_Mexico,region,param,class,x,0.631225896761955,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Parnaiba_X_Brazil,region,param,class,x,-31.1930657911429,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Peru_Pacific_Coast_X_South America_Southern,region,param,class,x,21.7952353125112,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Rio_Balsas_X_Mexico,region,param,class,x,7.0129426284494,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Rio_Grande_River_X_Mexico,region,param,class,x,40.6585332331449,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Rio_Lerma_X_Mexico,region,param,class,x,48.2895213685201,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Rio_Verde_X_Mexico,region,param,class,x,40.4613326552253,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Salinas_Grandes_X_Argentina,region,param,class,x,31.1830174139557,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Sao_Francisco_X_Brazil,region,param,class,x,-13.2501919751428,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_America_Colorado_X_Argentina,region,param,class,x,75.9937559171907,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_Argentina_South_Atlantic_Coast_X_Argentina,region,param,class,x,51.2194172226818,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_Argentina_South_Atlantic_Coast_X_South America_Southern,region,param,class,x,-26.5001665352507,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_Chile_Pacific_Coast_X_Argentina,region,param,class,x,-34.7828249256316,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_Chile_Pacific_Coast_X_South America_Southern,region,param,class,x,27.5288260095685,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Southern_Central_America_X_Central America and Caribbean,region,param,class,x,5.36551187489322,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Southern_Central_America_X_Mexico,region,param,class,x,-29.8190194292565,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Tocantins_X_Brazil,region,param,class,x,-26.4202631374193,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Uruguay_Brazil_South_Atlantic_Coast_X_Brazil,region,param,class,x,11.670826984261,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Uruguay_Brazil_South_Atlantic_Coast_X_Uruguay,region,param,class,x,-28.7011317681282,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Yucatan_Peninsula_X_Central America and Caribbean,region,param,class,x,7.97199184895445,units
ARM_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Yucatan_Peninsula_X_Mexico,region,param,class,x,-8.42969726983147,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Amazon_X_Brazil,region,param,class,x,-37.0908978701412,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Amazon_X_Colombia,region,param,class,x,-64.6081582151759,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Amazon_X_South America_Northern,region,param,class,x,-37.6046798934599,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Amazon_X_South America_Southern,region,param,class,x,24.643721022206,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Baja_California_X_Mexico,region,param,class,x,159.251792187836,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,California_River_X_Mexico,region,param,class,x,77.3661294356872,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Caribbean_Coast_X_Central America and Caribbean,region,param,class,x,6.63325482333277,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Caribbean_Coast_X_Colombia,region,param,class,x,-5.19175570891962,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Caribbean_Coast_X_South America_Northern,region,param,class,x,-18.0484828848901,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Caribbean_X_Central America and Caribbean,region,param,class,x,8.02403021927479,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Central_Patagonia_Highlands_X_Argentina,region,param,class,x,-18.1157178896331,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Colombia_Ecuador_Pacific_Coast_X_Central America and Caribbean,region,param,class,x,-43.7039795869463,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Colombia_Ecuador_Pacific_Coast_X_Colombia,region,param,class,x,-4.08584016475634,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Colombia_Ecuador_Pacific_Coast_X_South America_Southern,region,param,class,x,3.35509012376831,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,East_Brazil_South_Atlantic_Coast_X_Brazil,region,param,class,x,1.1303982826892,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Grijalva_Usumacinta_X_Central America and Caribbean,region,param,class,x,-15.8647794808636,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Grijalva_Usumacinta_X_Mexico,region,param,class,x,34.1848406139804,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Isthmus_of_Tehuantepec_X_Mexico,region,param,class,x,21.2542011494773,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,La_Plata_X_Argentina,region,param,class,x,15.7051536172752,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,La_Plata_X_Brazil,region,param,class,x,1.26789641741094,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,La_Plata_X_South America_Southern,region,param,class,x,-21.7822476412209,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,La_Plata_X_Uruguay,region,param,class,x,-10.9419556352801,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,La_Puna_Region_X_Argentina,region,param,class,x,-30.7479873414523,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,La_Puna_Region_X_South America_Southern,region,param,class,x,26.7140968980132,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Lower_Colorado_River_X_Mexico,region,param,class,x,118.342796590626,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Magdalena_X_Colombia,region,param,class,x,-2.12216329660484,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Mar_Chiquita_X_Argentina,region,param,class,x,27.6258172141659,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Mexico_Interior_X_Mexico,region,param,class,x,34.544588366971,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Mexico_Northwest_Coast_X_Mexico,region,param,class,x,43.5411514118175,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Negro_X_Argentina,region,param,class,x,130.71761335192,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,North_Argentina_South_Atlantic_Coast_X_Argentina,region,param,class,x,11.7999265689753,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,North_Brazil_South_Atlantic_Coast_X_Brazil,region,param,class,x,-54.1054584914533,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,North_Chile_Pacific_Coast_X_South America_Southern,region,param,class,x,118.327626828032,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,North_Gulf_X_Mexico,region,param,class,x,12.430739009537,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Northeast_South_America_South_Atlantic_Coast_X_Brazil,region,param,class,x,-53.6666625737241,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Northeast_South_America_South_Atlantic_Coast_X_South America_Northern,region,param,class,x,-68.0736448705232,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Orinoco_X_Brazil,region,param,class,x,-53.6666496085154,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Orinoco_X_Colombia,region,param,class,x,-22.0444610708588,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Orinoco_X_South America_Northern,region,param,class,x,-13.4197720802922,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Orinoco_X_South America_Southern,region,param,class,x,-67.0996530985924,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Pacific_Central_Coast_X_Mexico,region,param,class,x,30.9342381230526,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Pampas_Region_X_Argentina,region,param,class,x,-7.4998906840377,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Papaloapan_X_Mexico,region,param,class,x,28.4265782072361,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Parnaiba_X_Brazil,region,param,class,x,-21.9641379268678,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Peru_Pacific_Coast_X_South America_Southern,region,param,class,x,60.5511672746603,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Rio_Balsas_X_Mexico,region,param,class,x,44.934466531413,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Rio_Grande_River_X_Mexico,region,param,class,x,60.1952177015223,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Rio_Lerma_X_Mexico,region,param,class,x,66.4827477143649,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Rio_Verde_X_Mexico,region,param,class,x,50.9832333840056,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Salinas_Grandes_X_Argentina,region,param,class,x,99.2803210769426,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Sao_Francisco_X_Brazil,region,param,class,x,6.87288439848991,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_America_Colorado_X_Argentina,region,param,class,x,172.416707664531,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_Argentina_South_Atlantic_Coast_X_Argentina,region,param,class,x,62.0392991209673,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_Argentina_South_Atlantic_Coast_X_South America_Southern,region,param,class,x,-66.995307422813,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_Chile_Pacific_Coast_X_Argentina,region,param,class,x,-31.435935569837,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,South_Chile_Pacific_Coast_X_South America_Southern,region,param,class,x,65.1374208430742,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Southern_Central_America_X_Central America and Caribbean,region,param,class,x,28.8179711817113,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Southern_Central_America_X_Mexico,region,param,class,x,3.58328725189826,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Tocantins_X_Brazil,region,param,class,x,-37.2607731637489,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Uruguay_Brazil_South_Atlantic_Coast_X_Brazil,region,param,class,x,25.9510898415266,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Uruguay_Brazil_South_Atlantic_Coast_X_Uruguay,region,param,class,x,-11.4083184798806,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Yucatan_Peninsula_X_Central America and Caribbean,region,param,class,x,6.43688786779258,units
SW_high_CL_Policy_10pa_2025_DiffPrcnt_ARM_Reference,Yucatan_Peninsula_X_Mexico,region,param,class,x,39.5240712983049,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Amazon_X_Brazil,region,param,class,x,28.1618934372681,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Amazon_X_Colombia,region,param,class,x,0.913329623589513,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Amazon_X_South America_Northern,region,param,class,x,-20.6332669388419,units
