"GCAM_commodity","Basin_long_name","GLU_name","region","share"
"sheepgoat","Rio_Balsas","RioBalsas","Mexico",0.215313011516546
"beef","Rio_Grande_River_Basin","RioGrande","Mexico",0.10106404415823
"dairy","Rio_Grande_River_Basin","RioGrande","Mexico",0.10106404415823
"pork","Rio_Grande_River_Basin","RioGrande","Mexico",0.031855406194283
"poultry","Rio_Grande_River_Basin","RioGrande","Mexico",0.0309559568654975
"sheepgoat","Rio_Grande_River_Basin","RioGrande","Mexico",0.0756139995637912
"beef","Rio_Lerma","RioLerma","Mexico",0.118523210009203
"dairy","Rio_Lerma","RioLerma","Mexico",0.118523210009203
"pork","Rio_Lerma","RioLerma","Mexico",0.190876515890209
"poultry","Rio_Lerma","RioLerma","Mexico",0.189375945425649
"sheepgoat","Rio_Lerma","RioLerma","Mexico",0.129253718220332
"beef","Rio_Verde","RioVerde","Mexico",0.0695159700419301
"dairy","Rio_Verde","RioVerde","Mexico",0.0695159700419301
"pork","Rio_Verde","RioVerde","Mexico",0.0763726418133268
"poultry","Rio_Verde","RioVerde","Mexico",0.0353015205277495
"sheepgoat","Rio_Verde","RioVerde","Mexico",0.168398816021765
"beef","Southern_Central_America","CntAmer","Mexico",0.000850918853133655
"dairy","Southern_Central_America","CntAmer","Mexico",0.000850918853133655
"pork","Southern_Central_America","CntAmer","Mexico",0.000500946204568071
"poultry","Southern_Central_America","CntAmer","Mexico",0.000567283406410364
"sheepgoat","Southern_Central_America","CntAmer","Mexico",4.55192005784725e-05
"beef","Yucatan_Peninsula","YucatanP","Mexico",0.0248006211009009
"dairy","Yucatan_Peninsula","YucatanP","Mexico",0.0248006211009009
"pork","Yucatan_Peninsula","YucatanP","Mexico",0.0610912843771038
"poultry","Yucatan_Peninsula","YucatanP","Mexico",0.0512324937954171
"sheepgoat","Yucatan_Peninsula","YucatanP","Mexico",0.0117007901154879
"beef","Arabian_Peninsula","ArabianP","Middle East",0.039151920910018
"dairy","Arabian_Peninsula","ArabianP","Middle East",0.039151920910018
"pork","Arabian_Peninsula","ArabianP","Middle East",0
"poultry","Arabian_Peninsula","ArabianP","Middle East",0.208750563781284
"sheepgoat","Arabian_Peninsula","ArabianP","Middle East",0.0924881137042808
"beef","Arabian_Sea_Coast","ArabianSea","Middle East",0.00628468987905234
"dairy","Arabian_Sea_Coast","ArabianSea","Middle East",0.00628468987905234
"pork","Arabian_Sea_Coast","ArabianSea","Middle East",0
"poultry","Arabian_Sea_Coast","ArabianSea","Middle East",0.00388868653012453
"sheepgoat","Arabian_Sea_Coast","ArabianSea","Middle East",0.0037637964988153
"beef","Caspian_Sea_East_Coast","CaspianE","Middle East",0.0832754552255684
"dairy","Caspian_Sea_East_Coast","CaspianE","Middle East",0.0832754552255684
"pork","Caspian_Sea_East_Coast","CaspianE","Middle East",0.0682214801381494
"poultry","Caspian_Sea_East_Coast","CaspianE","Middle East",0.0395176102773608
"sheepgoat","Caspian_Sea_East_Coast","CaspianE","Middle East",0.0604327284403457
"beef","Caspian_Sea_South_West_Coast","CaspianSW","Middle East",0.243134485095652
"dairy","Caspian_Sea_South_West_Coast","CaspianSW","Middle East",0.243134485095652
"pork","Caspian_Sea_South_West_Coast","CaspianSW","Middle East",0.23998604521337
"poultry","Caspian_Sea_South_West_Coast","CaspianSW","Middle East",0.0962027612805593
"sheepgoat","Caspian_Sea_South_West_Coast","CaspianSW","Middle East",0.0704752427095267
"beef","Central_Iran","Iran","Middle East",0.134916374062742
"dairy","Central_Iran","Iran","Middle East",0.134916374062742
"pork","Central_Iran","Iran","Middle East",0
"poultry","Central_Iran","Iran","Middle East",0.225419996425029
"sheepgoat","Central_Iran","Iran","Middle East",0.13052396607333
"beef","Dead_Sea","DeadSea","Middle East",0.0128943841721603
"dairy","Dead_Sea","DeadSea","Middle East",0.0128943841721603
"pork","Dead_Sea","DeadSea","Middle East",0.644021640192477
"poultry","Dead_Sea","DeadSea","Middle East",0.0368746692797837
"sheepgoat","Dead_Sea","DeadSea","Middle East",0.0272489755899543
"beef","Eastern_Jordan_Syria","EJrdnSyr","Middle East",0.00859364613309696
"dairy","Eastern_Jordan_Syria","EJrdnSyr","Middle East",0.00859364613309696
"pork","Eastern_Jordan_Syria","EJrdnSyr","Middle East",0
"poultry","Eastern_Jordan_Syria","EJrdnSyr","Middle East",0.0192705124080792
"sheepgoat","Eastern_Jordan_Syria","EJrdnSyr","Middle East",0.0333449863819948
"beef","Farahrud","FarahrudR","Middle East",0.00195654726932835
"dairy","Farahrud","FarahrudR","Middle East",0.00195654726932835
"pork","Farahrud","FarahrudR","Middle East",0
"poultry","Farahrud","FarahrudR","Middle East",0.000748024523231526
"sheepgoat","Farahrud","FarahrudR","Middle East",0.00141583832504022
"beef","HamuniMashkel","HamuMashR","Middle East",0.000528428617961977
"dairy","HamuniMashkel","HamuMashR","Middle East",0.000528428617961977
"pork","HamuniMashkel","HamuMashR","Middle East",0
"poultry","HamuniMashkel","HamuMashR","Middle East",0.00163746629077858
"sheepgoat","HamuniMashkel","HamuMashR","Middle East",0.00158652657527253
"beef","Helmand","Helmand","Middle East",8.84794834671496e-05
"dairy","Helmand","Helmand","Middle East",8.84794834671496e-05
"pork","Helmand","Helmand","Middle East",0
"poultry","Helmand","Helmand","Middle East",1.94510054430655e-05
"sheepgoat","Helmand","Helmand","Middle East",7.52340575814384e-05
"beef","Mediterranean_Sea_East_Coast","MeditE","Middle East",0.0341751848872738
"dairy","Mediterranean_Sea_East_Coast","MeditE","Middle East",0.0341751848872738
"pork","Mediterranean_Sea_East_Coast","MeditE","Middle East",0.0235598330308985
"poultry","Mediterranean_Sea_East_Coast","MeditE","Middle East",0.0602496748188908
"sheepgoat","Mediterranean_Sea_East_Coast","MeditE","Middle East",0.0475605498737583
"beef","Persian_Gulf_Coast","PersianGulf","Middle East",0.0842524940617535
"dairy","Persian_Gulf_Coast","PersianGulf","Middle East",0.0842524940617535
"pork","Persian_Gulf_Coast","PersianGulf","Middle East",0
"poultry","Persian_Gulf_Coast","PersianGulf","Middle East",0.0552992416630606
"sheepgoat","Persian_Gulf_Coast","PersianGulf","Middle East",0.186834030329986
"beef","Red_Sea_East_Coast","RedSeaE","Middle East",0.0809328322442181
"dairy","Red_Sea_East_Coast","RedSeaE","Middle East",0.0809328322442181
"pork","Red_Sea_East_Coast","RedSeaE","Middle East",1.30144639660046e-06
"poultry","Red_Sea_East_Coast","RedSeaE","Middle East",0.0905757494174273
"sheepgoat","Red_Sea_East_Coast","RedSeaE","Middle East",0.0919222320882163
"beef","Sinai_Peninsula","SinaiP","Middle East",0.0001298778135434
"dairy","Sinai_Peninsula","SinaiP","Middle East",0.0001298778135434
"pork","Sinai_Peninsula","SinaiP","Middle East",0.024208737757966
"poultry","Sinai_Peninsula","SinaiP","Middle East",5.86957204733213e-05
"sheepgoat","Sinai_Peninsula","SinaiP","Middle East",0.000103166037460161
"beef","Tigris_Euphrates","TigrEuphR","Middle East",0.269685200144164
"dairy","Tigris_Euphrates","TigrEuphR","Middle East",0.269685200144164
"pork","Tigris_Euphrates","TigrEuphR","Middle East",9.62220742573826e-07
"poultry","Tigris_Euphrates","TigrEuphR","Middle East",0.161486896578474
"sheepgoat","Tigris_Euphrates","TigrEuphR","Middle East",0.252224613314438
"beef","Arabian_Sea_Coast","ArabianSea","Pakistan",0.0176048794720261
"dairy","Arabian_Sea_Coast","ArabianSea","Pakistan",0.0176048794720261
"poultry","Arabian_Sea_Coast","ArabianSea","Pakistan",0.060875643855565
"sheepgoat","Arabian_Sea_Coast","ArabianSea","Pakistan",0.0441428656754338
"beef","HamuniMashkel","HamuMashR","Pakistan",0.000990408073634574
"dairy","HamuniMashkel","HamuMashR","Pakistan",0.000990408073634574
"poultry","HamuniMashkel","HamuMashR","Pakistan",0.0171510865496729
"sheepgoat","HamuniMashkel","HamuMashR","Pakistan",0.0124497427891996
"beef","Helmand","Helmand","Pakistan",0.000917892270592152
"dairy","Helmand","Helmand","Pakistan",0.000917892270592152
"poultry","Helmand","Helmand","Pakistan",0.001127671533307
"sheepgoat","Helmand","Helmand","Pakistan",0.00326774985989727
"beef","Indus","IndusR","Pakistan",0.850251443295419
"dairy","Indus","IndusR","Pakistan",0.850251443295419
"poultry","Indus","IndusR","Pakistan",0.850654198636783
"sheepgoat","Indus","IndusR","Pakistan",0.768562123021566
"beef","Sabarmati","SabarmatiR","Pakistan",0.130235376888328
"dairy","Sabarmati","SabarmatiR","Pakistan",0.130235376888328
"poultry","Sabarmati","SabarmatiR","Pakistan",0.070191399424672
"sheepgoat","Sabarmati","SabarmatiR","Pakistan",0.171577518653904
"beef","Amur","AmurR","Russia",0.0140829510743758
"dairy","Amur","AmurR","Russia",0.0140829510743758
"pork","Amur","AmurR","Russia",0.0318106038936085
"poultry","Amur","AmurR","Russia",0.0424837518613208
"sheepgoat","Amur","AmurR","Russia",0.0158307176580214
"beef","Baltic_Sea_Coast","BalticSea","Russia",0.00179758395133954
"dairy","Baltic_Sea_Coast","BalticSea","Russia",0.00179758395133954
"pork","Baltic_Sea_Coast","BalticSea","Russia",0.00245287599398574
"poultry","Baltic_Sea_Coast","BalticSea","Russia",0.00102667259737509
"sheepgoat","Baltic_Sea_Coast","BalticSea","Russia",0.000806533538093753
"beef","Black_Sea_North_Coast","BlackSeaN","Russia",0.0383416756601648
"dairy","Black_Sea_North_Coast","BlackSeaN","Russia",0.0383416756601648
"pork","Black_Sea_North_Coast","BlackSeaN","Russia",0.0655731193950393
"poultry","Black_Sea_North_Coast","BlackSeaN","Russia",0.0663994566004867
"sheepgoat","Black_Sea_North_Coast","BlackSeaN","Russia",0.0631153115644668
"beef","Black_Sea_South_Coast","BlackSeaS","Russia",0.000181161488209953
"dairy","Black_Sea_South_Coast","BlackSeaS","Russia",0.000181161488209953
"pork","Black_Sea_South_Coast","BlackSeaS","Russia",0.000152811588021999
"poultry","Black_Sea_South_Coast","BlackSeaS","Russia",0.00102989093225335
"sheepgoat","Black_Sea_South_Coast","BlackSeaS","Russia",0.000865361153455429
"beef","Caspian_Sea_Coast","CaspianNE","Russia",0.0577535365051127
"dairy","Caspian_Sea_Coast","CaspianNE","Russia",0.0577535365051127
"pork","Caspian_Sea_Coast","CaspianNE","Russia",0.0731004620577013
"poultry","Caspian_Sea_Coast","CaspianNE","Russia",0.0766405057094376
"sheepgoat","Caspian_Sea_Coast","CaspianNE","Russia",0.0927749321086611
"beef","Daugava","DaugavaR","Russia",0.0030191743867172
"dairy","Daugava","DaugavaR","Russia",0.0030191743867172
"pork","Daugava","DaugavaR","Russia",0.00728504368723988
"poultry","Daugava","DaugavaR","Russia",0.00322440042844985
"sheepgoat","Daugava","DaugavaR","Russia",0.00201621217579193
"beef","Dnieper","DnieperR","Russia",0.0356138075547342
"dairy","Dnieper","DnieperR","Russia",0.0356138075547342
"pork","Dnieper","DnieperR","Russia",0.0432654654643906
"poultry","Dnieper","DnieperR","Russia",0.0286581486166407
"sheepgoat","Dnieper","DnieperR","Russia",0.0187331474395437
"beef","Don","DonR","Russia",0.149145269887638
"dairy","Don","DonR","Russia",0.149145269887638
"pork","Don","DonR","Russia",0.170106024762953
"poultry","Don","DonR","Russia",0.195307193810593
"sheepgoat","Don","DonR","Russia",0.207978182763608
"beef","Finland","Finland","Russia",0.0009386900031745
"dairy","Finland","Finland","Russia",0.0009386900031745
"pork","Finland","Finland","Russia",0.00174268867700865
"poultry","Finland","Finland","Russia",0.00073196504822479
"sheepgoat","Finland","Finland","Russia",9.18346378860728e-05
"beef","Gobi_Interior","Gobi","Russia",0.000402728587706354
"dairy","Gobi_Interior","Gobi","Russia",0.000402728587706354
"pork","Gobi_Interior","Gobi","Russia",0.000462811634912561
"poultry","Gobi_Interior","Gobi","Russia",0.000368001674625404
"sheepgoat","Gobi_Interior","Gobi","Russia",0.00379968605253449
"beef","Kara_Sea_Coast","KaraSea","Russia",1.54708877178698e-05
"dairy","Kara_Sea_Coast","KaraSea","Russia",1.54708877178698e-05
"pork","Kara_Sea_Coast","KaraSea","Russia",0.000128672034264747
"poultry","Kara_Sea_Coast","KaraSea","Russia",7.20064073670985e-05
"sheepgoat","Kara_Sea_Coast","KaraSea","Russia",2.11835008793072e-06
"beef","Lena","LenaR","Russia",0.0228721459031593
"dairy","Lena","LenaR","Russia",0.0228721459031593
"pork","Lena","LenaR","Russia",0.011714266764361
"poultry","Lena","LenaR","Russia",0.0049911078458387
"sheepgoat","Lena","LenaR","Russia",0.0251546951297906
"beef","Narva","NarvaR","Russia",0.00423461149048962
"dairy","Narva","NarvaR","Russia",0.00423461149048962
"pork","Narva","NarvaR","Russia",0.00630232847893262
"poultry","Narva","NarvaR","Russia",0.00609645885431964
"sheepgoat","Narva","NarvaR","Russia",0.00269403047275095
"beef","Neman","NemanR","Russia",0.000624071848887959
"dairy","Neman","NemanR","Russia",0.000624071848887959
"pork","Neman","NemanR","Russia",0.00123398600294476
"poultry","Neman","NemanR","Russia",0.000474234051955248
"sheepgoat","Neman","NemanR","Russia",0.000357380914608239
"beef","Neva","NevaR","Russia",0.0223579752242985
"dairy","Neva","NevaR","Russia",0.0223579752242985
"pork","Neva","NevaR","Russia",0.0152501868796473
"poultry","Neva","NevaR","Russia",0.0543347498801089
"sheepgoat","Neva","NevaR","Russia",0.0209271465066595
"beef","Northern_Dvina","DvinaRN","Russia",0.0108645975696706
"dairy","Northern_Dvina","DvinaRN","Russia",0.0108645975696706
"pork","Northern_Dvina","DvinaRN","Russia",0.00695539739190542
"poultry","Northern_Dvina","DvinaRN","Russia",0.0137897495411766
"sheepgoat","Northern_Dvina","DvinaRN","Russia",0.00411451916344245
"beef","Ob","ObR","Russia",0.136190192588608
"dairy","Ob","ObR","Russia",0.136190192588608
"pork","Ob","ObR","Russia",0.155854966065736
"poultry","Ob","ObR","Russia",0.10930351583914
"sheepgoat","Ob","ObR","Russia",0.124934062284789
"beef","Poland_Coast","PolandCst","Russia",0.00246423704107554
"dairy","Poland_Coast","PolandCst","Russia",0.00246423704107554
"pork","Poland_Coast","PolandCst","Russia",0.0236023708106185
"poultry","Poland_Coast","PolandCst","Russia",0.0084113703727269
"sheepgoat","Poland_Coast","PolandCst","Russia",0.0244289243418828
"beef","Russia_Barents_Sea_Coast","BarentsSea","Russia",0.00450770609887836
"dairy","Russia_Barents_Sea_Coast","BarentsSea","Russia",0.00450770609887836
"pork","Russia_Barents_Sea_Coast","BarentsSea","Russia",0.00440882351872244
"poultry","Russia_Barents_Sea_Coast","BarentsSea","Russia",0.0101152900263184
"sheepgoat","Russia_Barents_Sea_Coast","BarentsSea","Russia",0.00240056812174611
"beef","Russia_South_East_Coast","RusCstSE","Russia",0.00265806349401669
"dairy","Russia_South_East_Coast","RusCstSE","Russia",0.00265806349401669
"pork","Russia_South_East_Coast","RusCstSE","Russia",0.00346918230144491
"poultry","Russia_South_East_Coast","RusCstSE","Russia",0.00355087461427783
"sheepgoat","Russia_South_East_Coast","RusCstSE","Russia",0.00108092339696982
"beef","Scandinavia_North_Coast","ScndnvN","Russia",0.00306124943935869
"dairy","Scandinavia_North_Coast","ScndnvN","Russia",0.00306124943935869
"pork","Scandinavia_North_Coast","ScndnvN","Russia",0.00230804088468293
"poultry","Scandinavia_North_Coast","ScndnvN","Russia",0.00289793965722362
"sheepgoat","Scandinavia_North_Coast","ScndnvN","Russia",0.00500649060675764
"beef","Siberia_North_Coast","SiberiaN","Russia",0.00037232305371662
"dairy","Siberia_North_Coast","SiberiaN","Russia",0.00037232305371662
"pork","Siberia_North_Coast","SiberiaN","Russia",0.000708330608435861
"poultry","Siberia_North_Coast","SiberiaN","Russia",5.46628370484921e-05
"sheepgoat","Siberia_North_Coast","SiberiaN","Russia",1.77785924707679e-06
"beef","Siberia_West_Coast","SiberiaW","Russia",0.00579336986639175
"dairy","Siberia_West_Coast","SiberiaW","Russia",0.00579336986639175
"pork","Siberia_West_Coast","SiberiaW","Russia",0.00657949086668646
"poultry","Siberia_West_Coast","SiberiaW","Russia",0.010075509328171
"sheepgoat","Siberia_West_Coast","SiberiaW","Russia",0.0231762207642915
"beef","Syr_Darya","SyrDaryaR","Russia",0.000343533836513162
"dairy","Syr_Darya","SyrDaryaR","Russia",0.000343533836513162
"pork","Syr_Darya","SyrDaryaR","Russia",0.00140374730357158
"poultry","Syr_Darya","SyrDaryaR","Russia",0.000517079293316525
"sheepgoat","Syr_Darya","SyrDaryaR","Russia",0.000310574463803402
"beef","Ural","UralR","Russia",0.030958342957485
"dairy","Ural","UralR","Russia",0.030958342957485
"pork","Ural","UralR","Russia",0.0328105675692755
"poultry","Ural","UralR","Russia",0.0190917281092181
"sheepgoat","Ural","UralR","Russia",0.0216202732384846
"beef","Volga","VolgaR","Russia",0.40742298351489
"dairy","Volga","VolgaR","Russia",0.40742298351489
"pork","Volga","VolgaR","Russia",0.282147744152905
"poultry","Volga","VolgaR","Russia",0.30154830267747
"sheepgoat","Volga","VolgaR","Russia",0.248935460011498
"beef","Yenisei","YeniseiR","Russia",0.0439825460856688
"dairy","Yenisei","YeniseiR","Russia",0.0439825460856688
"pork","Yenisei","YeniseiR","Russia",0.0491699912110042
"poultry","Yenisei","YeniseiR","Russia",0.0388054333849152
"sheepgoat","Yenisei","YeniseiR","Russia",0.088842915281127
"beef","Limpopo","LimpopoR","South Africa",0.221453350882225
"dairy","Limpopo","LimpopoR","South Africa",0.221453350882225
"pork","Limpopo","LimpopoR","South Africa",0.364426689285641
"poultry","Limpopo","LimpopoR","South Africa",0.314680175385475
"sheepgoat","Limpopo","LimpopoR","South Africa",0.103017924276999
"beef","Orange","OrangeR","South Africa",0.335937721054325
"dairy","Orange","OrangeR","South Africa",0.335937721054325
"pork","Orange","OrangeR","South Africa",0.259194372117881
"poultry","Orange","OrangeR","South Africa",0.333198249850196
"sheepgoat","Orange","OrangeR","South Africa",0.469865998318949
"beef","South_Africa_South_Coast","AfrCstS","South Africa",0.427119869993951
"dairy","South_Africa_South_Coast","AfrCstS","South Africa",0.427119869993951
"pork","South_Africa_South_Coast","AfrCstS","South Africa",0.32228210467469
"poultry","South_Africa_South_Coast","AfrCstS","South Africa",0.255346411716729
"sheepgoat","South_Africa_South_Coast","AfrCstS","South Africa",0.387895149988974
"beef","South_Africa_West_Coast","AfrCstSSW","South Africa",0.0154890580694985
"dairy","South_Africa_West_Coast","AfrCstSSW","South Africa",0.0154890580694985
"pork","South_Africa_West_Coast","AfrCstSSW","South Africa",0.054096833921788
"poultry","South_Africa_West_Coast","AfrCstSSW","South Africa",0.0967751630476002
"sheepgoat","South_Africa_West_Coast","AfrCstSSW","South Africa",0.0392209274150777
"beef","Caribbean_Coast","SAmerCstN","South America_Northern",0.57586382744917
"dairy","Caribbean_Coast","SAmerCstN","South America_Northern",0.57586382744917
"pork","Caribbean_Coast","SAmerCstN","South America_Northern",0.572622045099962
"poultry","Caribbean_Coast","SAmerCstN","South America_Northern",0.287501984657719
"sheepgoat","Caribbean_Coast","SAmerCstN","South America_Northern",0.608223309476025
"beef","Northeast_South_America_South_Atlantic_Coast","SAmerCstNE","South America_Northern",0.0423846472709266
"dairy","Northeast_South_America_South_Atlantic_Coast","SAmerCstNE","South America_Northern",0.0423846472709266
"pork","Northeast_South_America_South_Atlantic_Coast","SAmerCstNE","South America_Northern",0.036073388086021
"poultry","Northeast_South_America_South_Atlantic_Coast","SAmerCstNE","South America_Northern",0.37337108938053
"sheepgoat","Northeast_South_America_South_Atlantic_Coast","SAmerCstNE","South America_Northern",0.125946948324951
"beef","Orinoco","OrinocoR","South America_Northern",0.381751525279904
"dairy","Orinoco","OrinocoR","South America_Northern",0.381751525279904
"pork","Orinoco","OrinocoR","South America_Northern",0.391304566814018
"poultry","Orinoco","OrinocoR","South America_Northern",0.339126925961751
"sheepgoat","Orinoco","OrinocoR","South America_Northern",0.265829742199024
"beef","Colombia_Ecuador_Pacific_Coast","ColEcuaCst","South America_Southern",0.143736893682386
"dairy","Colombia_Ecuador_Pacific_Coast","ColEcuaCst","South America_Southern",0.143736893682386
"pork","Colombia_Ecuador_Pacific_Coast","ColEcuaCst","South America_Southern",0.124163819261668
"poultry","Colombia_Ecuador_Pacific_Coast","ColEcuaCst","South America_Southern",0.150041349739987
"sheepgoat","Colombia_Ecuador_Pacific_Coast","ColEcuaCst","South America_Southern",0.065711266949934
"beef","La_Plata","RioLaPlata","South America_Southern",0.433817596672735
"dairy","La_Plata","RioLaPlata","South America_Southern",0.433817596672735
"pork","La_Plata","RioLaPlata","South America_Southern",0.315770035999318
"poultry","La_Plata","RioLaPlata","South America_Southern",0.340131736209568
"sheepgoat","La_Plata","RioLaPlata","South America_Southern",0.268822623819553
"beef","La_Puna_Region","LaPuna","South America_Southern",0.018551821576586
"dairy","La_Puna_Region","LaPuna","South America_Southern",0.018551821576586
"pork","La_Puna_Region","LaPuna","South America_Southern",0.0180173953041285
"poultry","La_Puna_Region","LaPuna","South America_Southern",0.0214795391989531
"sheepgoat","La_Puna_Region","LaPuna","South America_Southern",0.11862135676947
"beef","North_Chile_Pacific_Coast","ChileCstN","South America_Southern",0.0255964991756302
"dairy","North_Chile_Pacific_Coast","ChileCstN","South America_Southern",0.0255964991756302
"pork","North_Chile_Pacific_Coast","ChileCstN","South America_Southern",0.134196230305545
"poultry","North_Chile_Pacific_Coast","ChileCstN","South America_Southern",0.0986922586905878
"sheepgoat","North_Chile_Pacific_Coast","ChileCstN","South America_Southern",0.0425549717362311
"beef","Orinoco","OrinocoR","South America_Southern",0.179727223060354
"dairy","Orinoco","OrinocoR","South America_Southern",0.179727223060354
"pork","Orinoco","OrinocoR","South America_Southern",0.187861439355789
"poultry","Orinoco","OrinocoR","South America_Southern",0.155800364334274
"sheepgoat","Orinoco","OrinocoR","South America_Southern",0.238370070467431
"beef","Peru_Pacific_Coast","PeruCst","South America_Southern",0.0714613864992324
"dairy","Peru_Pacific_Coast","PeruCst","South America_Southern",0.0714613864992324
"pork","Peru_Pacific_Coast","PeruCst","South America_Southern",0.0991287793725899
"poultry","Peru_Pacific_Coast","PeruCst","South America_Southern",0.113715147762694
"sheepgoat","Peru_Pacific_Coast","PeruCst","South America_Southern",0.152952938629113
"beef","South_Argentina_South_Atlantic_Coast","ArgCstS","South America_Southern",0.00679833754512483
"dairy","South_Argentina_South_Atlantic_Coast","ArgCstS","South America_Southern",0.00679833754512483
"pork","South_Argentina_South_Atlantic_Coast","ArgCstS","South America_Southern",3.60658524680822e-05
"poultry","South_Argentina_South_Atlantic_Coast","ArgCstS","South America_Southern",0.00580758113736724
"sheepgoat","South_Argentina_South_Atlantic_Coast","ArgCstS","South America_Southern",0.0234675147018063
"beef","South_Chile_Pacific_Coast","ChileCstS","South America_Southern",0.120310241787952
"dairy","South_Chile_Pacific_Coast","ChileCstS","South America_Southern",0.120310241787952
"pork","South_Chile_Pacific_Coast","ChileCstS","South America_Southern",0.120826234548494
"poultry","South_Chile_Pacific_Coast","ChileCstS","South America_Southern",0.114332022926569
"sheepgoat","South_Chile_Pacific_Coast","ChileCstS","South America_Southern",0.0894992569264621
"beef","Amu_Darya","AmuDaryaR","South Asia",0.0302351455543192
"dairy","Amu_Darya","AmuDaryaR","South Asia",0.0302351455543192
"pork","Amu_Darya","AmuDaryaR","South Asia",0.0141755825360104
"poultry","Amu_Darya","AmuDaryaR","South Asia",0.0155137930823245
"sheepgoat","Amu_Darya","AmuDaryaR","South Asia",0.0227605594521561
"beef","Bay_of_Bengal_North_East_Coast","BengalBay","South Asia",0.0261632657697624
"dairy","Bay_of_Bengal_North_East_Coast","BengalBay","South Asia",0.0261632657697624
"pork","Bay_of_Bengal_North_East_Coast","BengalBay","South Asia",0.00218172079625234
"poultry","Bay_of_Bengal_North_East_Coast","BengalBay","South Asia",0.0135772385004893
"sheepgoat","Bay_of_Bengal_North_East_Coast","BengalBay","South Asia",0.018193001614407
"beef","Caspian_Sea_East_Coast","CaspianE","South Asia",0.00457727496514398
"dairy","Caspian_Sea_East_Coast","CaspianE","South Asia",0.00457727496514398
"pork","Caspian_Sea_East_Coast","CaspianE","South Asia",0.010097692058456
"poultry","Caspian_Sea_East_Coast","CaspianE","South Asia",0.0106492062670078
"sheepgoat","Caspian_Sea_East_Coast","CaspianE","South Asia",0.0181621074842251
"beef","Farahrud","FarahrudR","South Asia",0.00220295069430028
"dairy","Farahrud","FarahrudR","South Asia",0.00220295069430028
"pork","Farahrud","FarahrudR","South Asia",0
"poultry","Farahrud","FarahrudR","South Asia",0.00412920882501302
"sheepgoat","Farahrud","FarahrudR","South Asia",0.00871629958450171
"beef","Ganges_Bramaputra","GangesR","South Asia",0.834135234551163
"dairy","Ganges_Bramaputra","GangesR","South Asia",0.834135234551163
"pork","Ganges_Bramaputra","GangesR","South Asia",0.794506249647573
"poultry","Ganges_Bramaputra","GangesR","South Asia",0.842914734200594
"sheepgoat","Ganges_Bramaputra","GangesR","South Asia",0.799643019041112
"beef","HamuniMashkel","HamuMashR","South Asia",0.000214840915425224
"dairy","HamuniMashkel","HamuMashR","South Asia",0.000214840915425224
"pork","HamuniMashkel","HamuMashR","South Asia",0
"poultry","HamuniMashkel","HamuMashR","South Asia",0.00326392079674831
"sheepgoat","HamuniMashkel","HamuMashR","South Asia",0.00352681003932854
"beef","Helmand","Helmand","South Asia",0.0122013803823297
"dairy","Helmand","Helmand","South Asia",0.0122013803823297
"pork","Helmand","Helmand","South Asia",0
"poultry","Helmand","Helmand","South Asia",0.0131505834623836
"sheepgoat","Helmand","Helmand","South Asia",0.0567263611628776
"beef","Indus","IndusR","South Asia",0.054719926357795
"dairy","Indus","IndusR","South Asia",0.054719926357795
"pork","Indus","IndusR","South Asia",0.12115787904285
"poultry","Indus","IndusR","South Asia",0.0480282018386025
"sheepgoat","Indus","IndusR","South Asia",0.0645945639572604
"beef","Sri_Lanka","SriLanka","South Asia",0.0355499808097612
"dairy","Sri_Lanka","SriLanka","South Asia",0.0355499808097612
"pork","Sri_Lanka","SriLanka","South Asia",0.0578808759188584
"poultry","Sri_Lanka","SriLanka","South Asia",0.0487731130268366
"sheepgoat","Sri_Lanka","SriLanka","South Asia",0.00767727766413185
"beef","North_and_South_Korea","Korea","South Korea",1
"dairy","North_and_South_Korea","Korea","South Korea",1
"pork","North_and_South_Korea","Korea","South Korea",1
"poultry","North_and_South_Korea","Korea","South Korea",1
"sheepgoat","North_and_South_Korea","Korea","South Korea",1
"beef","Bay_of_Bengal_North_East_Coast","BengalBay","Southeast Asia",0.0324954963809324
"dairy","Bay_of_Bengal_North_East_Coast","BengalBay","Southeast Asia",0.0324954963809324
"pork","Bay_of_Bengal_North_East_Coast","BengalBay","Southeast Asia",0.00578656604836989
"poultry","Bay_of_Bengal_North_East_Coast","BengalBay","Southeast Asia",0.0197292821353117
"sheepgoat","Bay_of_Bengal_North_East_Coast","BengalBay","Southeast Asia",0.0599525015971221
"beef","Bo_Hai_Korean_Bay_North_Coast","BoHai","Southeast Asia",0.00142863567004604
"dairy","Bo_Hai_Korean_Bay_North_Coast","BoHai","Southeast Asia",0.00142863567004604
"pork","Bo_Hai_Korean_Bay_North_Coast","BoHai","Southeast Asia",0.00528655459940534
"poultry","Bo_Hai_Korean_Bay_North_Coast","BoHai","Southeast Asia",0.00705967064704694
"sheepgoat","Bo_Hai_Korean_Bay_North_Coast","BoHai","Southeast Asia",0.00464414116449705
"beef","Chao_Phraya","ChaoPhrR","Southeast Asia",0.0683788657671296
"dairy","Chao_Phraya","ChaoPhrR","Southeast Asia",0.0683788657671296
"pork","Chao_Phraya","ChaoPhrR","Southeast Asia",0.0404792132271091
"poultry","Chao_Phraya","ChaoPhrR","Southeast Asia",0.0749166672772458
"sheepgoat","Chao_Phraya","ChaoPhrR","Southeast Asia",0.0164450027468008
