Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_none,World,Emissions|CO2,Mt CO2/yr,33348.0632,35889.3339,40424.6367,44180.6392,38990.307,31826.9446,25635.8412,22535.668,20265.1966,18169.4993,15778.1615,13168.5854,,10121.1363,,7722.739,,5768.2835,,4466.1854
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_cost100,World,Emissions|CO2,Mt CO2/yr,33339.1007,35861.2741,40430.3679,44150.0246,40278.3577,33351.1841,27735.5846,24193.0839,22117.1932,19348.8047,14909.256,9185.2962,,-689.7105,,-7703.0868,,-12504.0975,,-14933.0424
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_full,World,Emissions|CO2,Mt CO2/yr,33365.2279,35889.4,40382.9547,44072.0181,40953.3486,34818.276,29770.8544,25919.8869,22655.1624,17701.0328,11500.5068,6314.6,,-781.0694,,-6980.8563,,-11821.2635,,-14600.1196
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_limbio,World,Emissions|CO2,Mt CO2/yr,33339.7479,35899.0037,40431.1987,44065.6304,37198.9541,28595.0742,20839.8059,15414.0951,11113.3635,7791.3745,5029.6927,2605.5295,,577.025,,-1201.4782,,-2548.6473,,-3931.9365
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nobeccs,World,Emissions|CO2,Mt CO2/yr,33360.8449,35904.9145,40396.1031,43946.9442,35210.1895,25416.4712,17973.2621,14428.8202,11571.8185,8767.7383,5821.1715,3650.1669,,1983.2526,,1083.9995,,221.317,,-416.0098
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nofuel,World,Emissions|CO2,Mt CO2/yr,33339.7479,35878.3898,40416.7163,44217.6652,40358.6205,33424.5503,27372.2755,23075.9219,19542.943,14608.7052,8767.7357,4256.6251,,-618.8844,,-4934.7705,,-8586.9688,,-10755.3932
REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_none,World,Emissions|CO2,Mt CO2/yr,33348.0632,35890.2159,40424.8465,43970.5225,33413.4416,22488.4791,13932.1094,9758.5696,7529.8342,5931.0342,4720.1207,3593.6244,,3053.1399,,2173.9941,,299.6303,,-715.9072
REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_full,World,Emissions|CO2,Mt CO2/yr,33348.0632,35699.3339,40469.0617,45654.9122,43233.5666,37303.7527,31603.524,26933.258,23101.5562,18369.8025,12590.4497,7426.9651,,-940.603,,-7357.9962,,-12154.5823,,-14903.7487
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,World,Emissions|CO2,Mt CO2/yr,33796.6401,37410.5079,42089.3323,44855.7889,44494.3323,43333.0762,36030.0221,26276.8357,16435.5248,8640.8792,2236.2764,-2765.4729,,-8445.6329,,-10995.3685,,-12326.4687,,-12895.2594
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,World,Emissions|CO2,Mt CO2/yr,33796.6401,37217.68,41664.2625,42654.0482,36669.0096,30154.8042,24212.4002,18919.6942,14391.4038,9582.0082,5488.775,1781.4982,,-3322.7277,,-5978.7989,,-7726.0372,,-8968.0845
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,World,Emissions|CO2,Mt CO2/yr,33794.2839,37077.8112,41165.644,43038.6211,41044.8024,37891.785,31331.8396,23378.4302,15740.7792,9495.0351,4027.3864,-625.5925,,-6237.849,,-8989.9832,,-10728.365,,-11574.3464
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,World,Emissions|CO2,Mt CO2/yr,33794.2839,37077.8112,41171.3034,42766.3727,39203.9115,34226.3023,27545.1352,20965.5528,15016.2876,9334.528,4449.3777,319.6331,,-4843.0521,,-7321.2347,,-8894.7271,,-9754.3163
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,World,Emissions|CO2,Mt CO2/yr,33800.938,37390.1682,42084.4848,44811.2136,44405.919,42895.6185,31510.3905,18023.2769,6228.5277,-646.6492,-3838.7996,-4971.2839,,-5589.8615,,-5231.5842,,-4402.0595,,-4648.9805
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,World,Emissions|CO2,Mt CO2/yr,33800.938,37396.0454,42149.9955,43045.163,34785.5885,26197.0585,17923.0571,11738.8073,7014.9949,3783.7158,1447.3277,112.6987,,-1268.373,,-892.5256,,-372.2996,,-448.3551
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,World,Emissions|CO2,Mt CO2/yr,33782.0086,37049.0378,41085.1713,43016.6016,41089.2307,37361.1845,27366.1437,16492.032,6921.9414,889.2368,-2189.3481,-3436.4934,,-4062.8063,,-3789.5291,,-3221.0699,,-3399.9505
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,World,Emissions|CO2,Mt CO2/yr,33782.0086,37049.0378,41114.053,42682.9015,39081.5583,33732.1894,24383.3642,15404.7348,7779.0459,1983.9421,-1272.6184,-2611.189,,-3310.219,,-2955.4357,,-2480.7311,,-2598.6946
REMIND-MAgPIE 1.7-3.0,SMP_2C_Def,World,Emissions|CO2,Mt CO2/yr,33780.2776,38737.6187,43423.3742,40145.9954,34536.3071,29506.1626,24726.7167,20023.5138,15424.7222,10689.4107,6634.5042,2522.1276,,-3355.7753,,-6448.6103,,-8669.2713,,-10075.8208
REMIND-MAgPIE 1.7-3.0,SMP_2C_early,World,Emissions|CO2,Mt CO2/yr,33780.2776,38675.7194,43355.8609,34270.9632,25383.2414,21986.9909,18419.3641,14993.3907,11407.1149,8435.3642,5653.3883,3253.6656,,488.2045,,-612.8653,,-1853.0901,,-3520.1539
WITCH-GLOBIOM 3.1,SSP1-26,World,Emissions|CO2,Mt CO2/yr,31922.04435,35303.38776,,39615.92789,,17308.43271,,15093.57468,,12787.14788,,10491.80726,,7218.824357,,4339.890809,,364.2462297,,-4938.983947
WITCH-GLOBIOM 3.1,SSP2-26,World,Emissions|CO2,Mt CO2/yr,31922.04435,35303.38776,,37422.90714,,17129.95932,,15222.4325,,13331.19503,,10110.69232,,6952.436471,,3177.306183,,613.2576098,,-3728.640749
WITCH-GLOBIOM 3.1,SSP4-26,World,Emissions|CO2,Mt CO2/yr,31922.04435,35303.38776,,41990.29387,,22159.33137,,17738.63669,,13864.2879,,9295.802521,,6659.219541,,3844.421984,,-465.0003496,,-4780.938301
WITCH-GLOBIOM 4.2,ADVANCE_2020_Med2C,World,Emissions|CO2,Mt CO2/yr,31743.82847,34057.08892,35659.7685,37303.32932,29651.8978,27207.2735,24967.3915,23354.06016,22241.70449,20797.71225,18867.49688,16839.50136,14732.81366,12230.3422,9566.77409,7557.377317,5411.371216,2409.629028,-345.5240506,-3383.409544
WITCH-GLOBIOM 4.2,ADVANCE_2020_WB2C,World,Emissions|CO2,Mt CO2/yr,31743.82847,34057.08892,35659.7685,37303.32932,24351.48475,20723.29646,18968.81365,17160.57077,15341.21871,13336.19329,11156.2599,9182.971367,7066.237359,4381.533061,1407.962802,-1554.515333,-4382.726338,-7295.687798,-9500.179532,-11534.59439
WITCH-GLOBIOM 4.2,ADVANCE_2030_Med2C,World,Emissions|CO2,Mt CO2/yr,31743.82847,34057.08892,35659.7685,37303.32932,36660.59996,36310.01651,26165.15433,22510.60803,20998.62003,18797.0031,16734.66858,14786.59026,12671.16907,10405.54333,7880.695324,6038.328652,3958.712403,1870.657583,-394.4104242,-3154.860468
WITCH-GLOBIOM 4.2,ADVANCE_2030_Price1.5C,World,Emissions|CO2,Mt CO2/yr,31743.82847,34057.08892,35659.7685,37303.32932,36660.59996,36310.01651,22009.82618,15812.92549,11504.06701,8745.503392,6510.575464,4380.049571,1786.432792,-1415.294239,-4718.213598,-7275.429087,-9736.712439,-12202.13082,-13976.03105,-15514.71075
WITCH-GLOBIOM 4.2,ADVANCE_2030_WB2C,World,Emissions|CO2,Mt CO2/yr,31743.82847,34057.08892,35659.7685,37303.32932,36660.59996,36310.01651,22516.49228,16497.07898,12519.02419,10111.25986,8018.874574,6139.040348,4074.479852,1676.757746,-1059.979199,-3726.862591,-6619.771093,-9522.710266,-11839.22955,-13899.7807
WITCH-GLOBIOM 4.4,CD-LINKS_NPi2020_1600,World,Emissions|CO2,Mt CO2/yr,32849.4366,35674.1208,37811.00746,40656.52654,33710.00762,29171.76972,24558.03129,21745.47999,19859.50531,18078.09929,,14107.42283,,10973.66258,,5829.84889,,1374.398081,,-1964.924847
© IAMC 1.5°C Scenario Explorer hosted by IIASA https://data.ene.iiasa.ac.at/iamc-1.5c-explorer,,,,,,,,,,,,,,,,,,,,,,,,
